408,921,1329,
11,998,1009,
104,839,943,
299,374,673,
703,954,1657,
425,950,1375,
430,541,971,
332,483,815,
654,706,1360,
956,992,1948,
228,435,663,
575,687,1262,
470,609,1079,
696,907,1603,
273,961,1234,
281,461,742,
54,957,1011,
149,258,407,
28,90,118,
245,949,1194,
246,298,544,
205,546,751,
33,712,745,
335,956,1291,
163,918,1081,
79,671,750,
972,991,1963,
217,962,1179,
380,846,1226,
158,671,829,
39,701,740,
258,577,835,
5,682,687,
300,364,664,
105,946,1051,
68,675,743,
450,465,915,
686,697,1383,
355,367,722,
106,131,237,
296,868,1164,
621,807,1428,
283,428,711,
230,573,803,
359,772,1131,
270,642,912,
134,507,641,
21,242,263,
236,705,941,
469,785,1254,
196,349,545,
405,985,1390,
865,988,1853,
355,405,760,
460,939,1399,
142,408,550,
291,436,727,
644,922,1566,
432,890,1322,
352,885,1237,
139,269,408,
10,137,147,
593,601,1194,
724,764,1488,
672,900,1572,
892,981,1873,
597,641,1238,
810,996,1806,
459,816,1275,
416,872,1288,
310,945,1255,
283,674,957,
180,697,877,
112,629,741,
559,869,1428,
79,802,881,
164,192,356,
323,340,663,
333,464,797,
472,496,968,
234,914,1148,
285,691,976,
401,513,914,
599,755,1354,
391,928,1319,
244,502,746,
541,837,1378,
208,970,1178,
107,449,556,
705,887,1592,
468,802,1270,
444,683,1127,
222,958,1180,
18,24,42,
153,540,693,
54,633,687,
853,903,1756,
399,452,851,
108,161,269,
328,431,759,
