225,326,488,
736,1026,1306,
557,1010,1538,
753,967,1172,
199,979,1020,
272,802,977,
462,483,686,
134,148,241,
646,834,885,
209,270,449,
214,842,851,
600,1039,1552,
221,926,929,
441,859,1208,
376,530,895,
288,356,553,
741,896,1101,
289,423,485,
303,751,802,
272,405,670,
352,586,626,
773,968,1453,
309,750,917,
418,590,885,
391,831,845,
360,1073,1428,
199,753,768,
390,787,880,
640,809,1284,
616,1088,1204,
112,492,516,
180,562,689,
971,1068,1550,
268,853,963,
706,1034,1091,
547,1046,1266,
300,398,444,
288,1005,1233,
749,877,1207,
446,556,613,
514,957,1212,
121,533,641,
818,1088,1244,
559,1061,1067,
510,832,856,
869,894,1053,
132,935,999,
257,666,699,
269,550,724,
508,752,885,
767,990,1115,
418,1028,1273,
507,734,1074,
202,266,295,
862,975,1758,
572,635,1076,
463,651,1014,
536,883,1382,
226,794,868,
187,1003,1142,
499,774,896,
380,462,774,
886,1041,1122,
707,978,1506,
281,945,1075,
606,667,965,
445,1041,1202,
709,837,914,
283,323,561,
461,1036,1357,
317,825,1110,
561,577,1019,
419,645,983,
412,559,928,
199,688,749,
487,802,1034,
283,289,532,
267,845,1107,
140,236,365,
797,990,1030,
244,751,905,
637,1003,1022,
244,787,878,
692,850,1259,
764,950,1333,
451,569,919,
979,998,1228,
356,866,1025,
248,313,468,
644,833,1320,
187,218,296,
336,1088,1117,
360,718,1026,
836,947,1014,
321,649,810,
611,664,1192,
350,616,775,
181,986,1100,
196,624,668,
259,834,925,
139,582,695,
358,836,1118,
820,993,1193,
469,679,1045,
536,1095,1431,
520,973,1124,
767,803,1055,
735,917,1204,
751,953,1147,
330,620,800,
360,486,812,
426,947,1006,
326,540,824,
199,653,780,
566,671,1063,
448,948,1280,
324,331,414,
406,1052,1262,
817,1050,1109,
259,396,507,
707,786,1108,
262,578,643,
155,1016,1128,
222,931,1004,
599,862,1438,
686,1078,1697,
776,802,1465,
107,633,646,
505,989,1327,
298,840,930,
522,1009,1131,
163,1080,1186,
755,1012,1103,
515,613,818,
555,607,723,
573,1057,1542,
770,977,1302,
290,788,920,
131,496,518,
406,656,930,
557,697,716,
512,1095,1207,
277,579,719,
698,750,1310,
614,755,1035,
490,897,1126,
414,778,1099,
174,245,312,
217,364,486,
512,573,595,
657,873,1069,
187,534,609,
502,1097,1240,
281,548,618,
148,579,711,
607,974,1279,
129,465,531,
275,349,376,
296,360,638,
221,802,840,
712,747,1183,
417,764,1137,
291,1021,1059,
149,854,932,
359,773,999,
300,972,1197,
218,963,1050,
693,948,1205,
421,518,522,
108,299,365,
153,256,258,
481,883,1080,
197,940,1046,
352,674,766,
366,818,978,
227,1065,1264,
328,709,710,
162,705,728,
618,1052,1123,
353,715,1014,
560,903,986,
250,839,951,
457,543,587,
546,779,1293,
364,666,835,
681,1043,1318,
219,301,395,
626,736,1268,
444,471,498,
620,851,1189,
215,955,1119,
843,993,1224,
728,1094,1777,
392,458,812,
763,888,975,
768,908,1349,
275,555,722,
194,1040,1218,
863,1086,1678,
614,1088,1128,
339,942,1234,
606,773,1021,
915,1066,1623,
517,540,671,
220,422,543,
930,995,1495,
714,932,1388,
374,859,1138,
587,860,1410,
831,933,1710,
224,1092,1185,
196,226,284,
392,1007,1128,
941,987,1256,
121,546,560,
136,163,266,
235,472,519,
954,1083,2014,
135,560,584,
657,1032,1453,
817,818,1206,
167,401,464,
372,719,1000,
531,822,1207,
396,682,1050,
398,603,767,
831,971,1218,
555,636,896,
360,1053,1380,
415,742,1078,
449,490,761,
215,885,935,
314,459,520,
244,644,782,
459,947,1224,
691,1029,1711,
259,656,736,
298,1059,1074,
766,932,1518,
769,899,1355,
220,405,607,
667,796,1350,
119,795,903,
130,979,1072,
534,659,1013,
594,819,919,
541,873,1065,
424,773,1163,
261,358,607,
146,553,568,
320,1025,1178,
424,479,783,
713,752,816,
241,498,700,
375,587,881,
702,1032,1151,
272,692,717,
217,449,509,
278,1039,1100,
150,502,615,
211,641,842,
600,704,938,
224,862,906,
674,1060,1213,
197,812,979,
865,1088,1388,
125,1061,1160,
439,796,976,
553,676,784,
791,975,1262,
282,540,710,
107,999,1092,
518,867,1212,
574,1024,1050,
313,495,756,
862,877,978,
155,354,485,
664,791,1341,
193,801,837,
313,480,569,
229,812,973,
757,906,1316,
378,745,994,
478,553,589,
123,317,335,
580,659,1198,
431,903,1231,
155,511,609,
441,920,1092,
411,560,754,
319,939,1125,
355,381,458,
541,951,1461,
528,812,893,
264,714,768,
509,1035,1212,
202,922,1028,
154,597,670,
500,847,1111,
775,939,1595,
562,798,859,
104,1035,1087,
252,406,467,
414,525,844,
222,476,527,
456,993,1072,
586,595,813,
281,916,1039,
