658,804,1357,
344,894,1180,
852,894,931,
168,216,329,
137,849,960,
502,928,960,
562,1000,1155,
397,715,1104,
444,944,1365,
246,680,869,
236,454,644,
763,977,1111,
899,936,1274,
709,752,1186,
241,650,852,
914,937,1061,
116,370,408,
588,685,1172,
184,496,651,
473,863,879,
738,999,1112,
216,323,354,
317,425,526,
392,724,1023,
389,534,743,
126,203,235,
831,846,1090,
356,459,497,
270,886,1134,
330,464,550,
783,974,1188,
322,481,619,
423,973,1082,
290,401,484,
567,770,1001,
724,848,1505,
159,251,303,
913,987,1622,
165,201,242,
204,404,513,
317,799,1092,
163,990,1008,
170,206,288,
325,815,969,
195,630,776,
380,969,1301,
650,809,1378,
159,812,889,
609,899,1058,
615,646,887,
471,927,1042,
305,460,549,
140,841,949,
651,687,1264,
232,805,872,
674,873,1187,
334,340,641,
127,434,466,
361,798,1146,
868,882,1182,
416,615,924,
371,902,1027,
406,788,1116,
300,685,752,
204,730,809,
382,634,669,
145,968,1009,
617,707,1255,
449,967,1327,
429,897,1138,
548,676,905,
413,668,1057,
321,853,1139,
631,960,1024,
498,965,1409,
199,326,450,
425,862,1236,
676,941,1415,
509,878,1356,
298,917,987,
170,389,552,
488,640,827,
178,788,881,
271,726,787,
113,599,620,
252,461,630,
316,506,737,
220,925,1026,
439,738,942,
492,934,1125,
143,894,996,
115,551,566,
373,756,1098,
174,633,747,
435,775,1067,
211,358,422,
362,680,926,
341,974,1154,
194,433,460,
385,675,693,
645,980,1397,
422,424,602,
897,900,1174,
468,542,657,
723,787,1319,
498,648,910,
371,817,946,
664,990,1510,
315,424,620,
137,466,542,
332,525,791,
289,503,598,
433,475,569,
698,952,1502,
520,725,902,
319,714,960,
723,879,1290,
447,686,695,
576,995,1099,
769,958,1583,
156,545,699,
178,886,947,
566,829,1375,
274,482,560,
703,994,1679,
299,964,1256,
420,767,856,
233,486,514,
113,730,816,
637,807,1319,
282,696,906,
573,591,598,
219,897,1067,
276,307,543,
476,587,749,
609,773,1081,
272,339,576,
272,693,894,
477,751,982,
212,499,609,
124,198,306,
215,823,950,
769,875,1519,
365,400,730,
777,812,1550,
826,930,1590,
715,943,1114,
200,817,890,
102,143,184,
355,625,854,
469,933,1236,
414,970,1085,
233,493,534,
162,746,853,
144,752,858,
345,906,1126,
118,733,794,
616,671,1116,
877,929,1358,
334,944,1251,
475,742,868,
629,775,1177,
683,691,1170,
576,905,1438,
276,612,803,
192,443,633,
468,944,947,
205,228,365,
292,677,690,
255,884,913,
483,937,1293,
410,431,821,
604,747,1271,
361,496,540,
263,655,792,
126,549,616,
620,750,899,
273,594,596,
307,523,648,
796,861,1497,
129,421,491,
246,978,1111,
215,307,454,
270,757,785,
334,536,654,
636,787,805,
686,781,1225,
379,456,615,
486,488,919,
371,678,873,
105,162,202,
426,569,790,
617,755,920,
247,502,517,
402,607,879,
422,789,1199,
491,811,1243,
441,947,1258,
819,965,1733,
132,344,420,
